Vitamin C (mg per 100g),Vitamin B11 (mg per 100g),Sodium (mg per 100g),Calcium (mg per 100g),Carbohydrates (g per 100g),food,Iron (mg per 100g),Calories (kcal per 100g),Sugars (g per 100g),Dietary Fiber (g per 100g),Fat (g per 100g),Protein (g per 100g),food_normalized
0.0,0.075,0.07,79.1,2.1,sesame seeds toasted,1.2,45.0,0.0,1.1,3.8,1.4,sesame seeds toasted
0.071,0.08,0.091,12.9,9.0,cashew nuts roasted,1.8,174.0,1.5,1.0,14.3,5.1,cashew nuts roasted
8.6,0.6,0.009,316.8,72.7,lupins raw,7.8,668.0,0.0,34.0,17.5,65.1,lupins raw
0.1,0.093,0.017,5.3,0.6,mustard seeds ground,0.2,10.0,0.1,0.2,0.7,0.5,mustard seeds ground
0.1,0.008,0.1,21.0,7.6,mixed nuts roasted,1.1,178.0,1.4,2.7,15.4,5.2,mixed nuts roasted
0.0,0.0,0.0,0.0,2.4,salat mix alestro,0.0,61.0,0.0,0.0,5.2,0.0,salat mix alestro
62.4,0.03,0.02,39.2,66.0,chestnuts raw,1.5,309.0,0.0,11.7,3.3,3.5,chestnuts raw
0.3,0.2,0.008,0.054,8.5,pistachio nuts roasted,0.4,172.0,2.3,3.1,13.7,6.3,pistachio nuts roasted
0.037,0.004,0.041,4.9,0.7,walnut,0.1,33.0,0.1,0.3,3.3,0.8,walnut
1.1,0.05,0.068,114.9,2.7,celery seeds,2.9,25.0,0.078,0.8,1.6,1.2,celery seeds
2.4,0.042,0.053,73.2,21.9,hickorynuts dried,2.5,788.0,0.0,7.7,77.2,15.3,hickorynuts dried
0.0,0.2,0.6,147.0,25.7,spanish peanuts roasted,3.4,851.0,0.0,13.1,72.1,41.2,spanish peanuts roasted
0.0,0.092,0.048,7.6,22.6,woca seeds dried,0.4,102.0,0.1,5.4,0.3,2.2,woca seeds dried
0.2,0.053,0.062,20.1,3.9,pecans roasted,0.7,215.0,1.2,2.9,22.6,2.8,pecans roasted
0.4,0.0,0.097,23.9,1.0,fennel seeds,0.4,7.0,0.0,0.8,0.3,0.3,fennel seeds
10.9,0.1,0.052,5.4,14.8,chinese chestnuts roasted,0.4,68.0,0.0,0.0,0.3,1.3,chinese chestnuts roasted
0.0,0.038,0.1,58.3,16.5,watermelon seed kernels dried,7.9,602.0,0.0,0.0,51.2,30.6,watermelon seed kernels dried
0.062,0.061,0.011,4.5,0.7,macadamia nuts raw,0.2,38.0,0.2,0.5,4.0,0.4,macadamia nuts raw
0.0,0.025,0.1,3.5,45.2,pectin,1.4,163.0,0.0,4.3,0.2,0.2,pectin
0.032,0.083,0.028,3.1,0.5,black walnut dried,0.2,31.0,0.018,0.3,3.0,1.2,black walnut dried
1.8,0.016,0.011,5.6,17.2,water chestnut canned,1.2,70.0,3.4,3.5,0.015,1.2,water chestnut canned
8.3,0.054,0.045,5.7,20.5,ginkgo nuts dried,0.5,98.0,0.0,0.0,0.6,2.9,ginkgo nuts dried
0.0,0.3,0.008,129.9,24.1,virginia peanuts raw,3.7,822.0,5.8,12.4,71.2,36.8,virginia peanuts raw
0.0,0.003,0.004,16.2,4.9,valencia peanuts roasted,0.5,177.0,0.0,2.7,15.4,8.1,valencia peanuts roasted
0.0,0.0,0.0,0.0,0.0,nesfit diet cereal nestle,0.0,75.0,0.0,0.0,0.0,0.0,nesfit diet cereal nestle
0.0,0.002,0.6,2.6,37.9,corn grits cooked,1.5,182.0,0.3,2.1,1.2,4.4,corn grits cooked
1.0,0.025,0.067,6.5,27.0,amaranth flakes,0.7,134.0,0.2,3.6,2.7,5.9,amaranth flakes
0.7,0.017,0.01,45.6,32.3,granola,2.4,293.0,11.9,5.3,14.6,8.2,granola
0.0,177.6,0.1,25.8,45.7,muesli with fruit nuts,5.9,231.0,14.2,5.8,3.4,4.3,muesli with fruit nuts
0.0,0.0,0.0,0.0,4.5,muesli master crumble,0.0,124.0,0.042,0.0,2.4,2.4,muesli master crumble
0.7,0.5,0.2,0.025,32.2,bran flakes,0.3,131.0,7.4,7.3,0.8,4.0,bran flakes
10.7,0.3,0.3,75.6,46.2,nut cereal,10.3,245.0,17.2,3.6,5.9,4.0,nut cereal
0.5,1.3,0.2,0.0,24.6,corn flakes,0.083,108.0,2.2,0.8,0.3,1.7,corn flakes
0.0,0.08,0.054,0.4,7.7,corn grits dry,0.3,36.0,0.008,0.4,0.2,0.7,corn grits dry
0.004,0.064,0.016,0.008,0.8,cream cheese,0.082,51.0,0.5,0.0,5.0,0.9,cream cheese
0.0,0.079,0.3,99.5,3.1,neufchatel cheese,0.1,215.0,2.7,0.0,19.4,7.8,neufchatel cheese
0.0,0.0,0.0,0.0,0.9,requeijao cremoso light catupiry,0.0,49.0,3.4,0.1,3.6,0.8,requeijao cremoso light catupiry
0.006,0.079,0.017,0.097,1.5,ricotta cheese,0.097,30.0,0.091,0.0,2.0,1.5,ricotta cheese
0.0,0.062,0.046,22.2,1.2,cream cheese low fat,0.008,30.0,0.9,0.0,2.3,1.2,cream cheese low fat
0.0,0.089,0.1,63.2,1.4,cream cheese fat free,0.053,19.0,1.0,0.0,0.2,2.8,cream cheese fat free
0.0,0.072,0.2,283.1,0.1,gruyere cheese,0.094,116.0,0.1,0.0,9.1,8.3,gruyere cheese
0.0,0.005,0.2,198.8,0.9,cheddar cheese,0.077,113.0,0.1,0.0,9.3,6.4,cheddar cheese
0.0,0.099,0.2,213.1,0.6,parmesan cheese,0.1,71.0,0.046,0.0,4.5,6.4,parmesan cheese
0.0,0.026,0.008,53.2,0.2,romano cheese,0.03,19.0,0.088,0.0,1.3,1.6,romano cheese
0.007,0.015,0.043,0.012,0.7,parmesan cheese grated,0.094,21.0,0.075,0.0,1.4,1.4,parmesan cheese grated
0.0,0.035,0.7,858.0,0.8,port salut cheese,0.6,465.0,0.8,0.0,37.2,31.4,port salut cheese
0.0,0.027,0.057,222.5,0.4,swiss cheese,0.024,98.0,0.0,0.0,7.7,6.7,swiss cheese
0.0,0.035,0.076,253.3,0.6,goat cheese hard,0.5,128.0,0.6,0.0,10.1,8.6,goat cheese hard
0.0,0.042,0.2,196.0,0.6,gouda cheese,0.06,100.0,0.6,0.0,7.7,7.0,gouda cheese
0.0,0.0,0.0,0.0,0.0,pepper jack cheese lucerne,0.0,75.0,0.0,2.5,6.0,5.0,pepper jack cheese lucerne
0.0,0.066,0.2,190.5,0.9,caraway cheese,0.2,106.0,0.0,0.0,8.3,7.1,caraway cheese
0.0,0.076,1.4,908.0,96.8,gjetost cheese,1.2,1058.0,0.0,0.0,67.0,21.9,gjetost cheese
0.0,0.072,0.3,280.0,0.8,tilsit cheese,0.01,136.0,0.0,0.0,10.4,9.8,tilsit cheese
0.0,0.011,0.1,84.3,0.009,goat cheese,0.5,103.0,0.031,0.0,8.4,6.1,goat cheese
0.0,0.059,0.2,202.2,0.8,brick cheese,0.1,111.0,0.2,0.0,8.9,7.0,brick cheese
0.0,0.005,0.7,746.9,3.2,asadero cheese,0.6,402.0,3.2,0.0,31.9,25.5,asadero cheese
0.0,0.043,0.3,116.4,0.1,camembert cheese,0.063,90.0,0.1,0.0,7.3,5.9,camembert cheese
0.0,0.063,1.0,854.3,4.0,provolone cheese reduced fat,0.6,310.0,0.6,0.0,19.9,27.9,provolone cheese reduced fat
0.0,0.037,1.5,562.7,1.7,roquefort cheese,0.5,314.0,0.0,0.0,26.0,18.3,roquefort cheese
0.0,0.0,0.8,814.2,3.0,queso blanco cheese,0.2,366.0,2.1,0.0,28.7,24.0,queso blanco cheese
0.0,0.0,1.8,641.2,2.0,queso seco cheese,0.2,315.0,0.5,0.0,23.6,23.8,queso seco cheese
0.0,0.037,0.1,39.6,0.0,goat cheese soft,0.5,75.0,0.3,0.0,6.0,5.2,goat cheese soft
0.0,0.088,0.1,151.5,0.7,mozzarella cheese,0.1,90.0,0.0,0.0,6.6,6.7,mozzarella cheese
0.0,0.031,0.8,859.3,7.3,chihuahua cheese,0.6,494.0,7.3,0.0,39.2,28.5,chihuahua cheese
0.0,0.095,0.2,149.1,0.1,limburger cheese,0.011,98.0,0.1,0.0,8.2,6.0,limburger cheese
0.0,0.009,0.8,946.4,1.5,muenster cheese,0.5,486.0,1.5,0.0,39.7,30.9,muenster cheese
0.0,0.029,0.9,690.5,3.6,queso fresco cheese,0.2,365.0,2.8,0.0,29.1,22.1,queso fresco cheese
0.0,0.025,0.2,55.2,0.1,brie cheese,0.2,100.0,0.1,0.0,8.3,6.2,brie cheese
3.2,0.043,2.0,859.6,2.4,pimento cheese,0.6,525.0,0.9,0.1,43.7,31.0,pimento cheese
0.0,0.027,0.9,1283.5,3.8,mexican cheese,0.1,316.0,0.6,0.0,21.7,27.7,mexican cheese
0.0,0.021,0.3,147.9,1.2,feta cheese,0.2,80.0,0.0,0.0,6.4,4.3,feta cheese
0.0,0.011,0.8,1085.9,4.0,mozzarella cheese fat free,0.4,159.0,1.7,2.0,0.0,35.8,mozzarella cheese fat free
0.0,0.017,1.2,997.9,2.8,provolone cheese,0.7,463.0,0.7,0.0,35.1,33.8,provolone cheese
0.0,0.081,1.5,897.6,6.1,anejo cheese,0.6,492.0,6.1,0.0,39.6,28.3,anejo cheese
0.1,0.022,0.011,1.3,17.3,honey,0.017,64.0,17.2,0.025,0.0,0.08,honey
0.1,0.02,0.003,2.8,8.5,apple butter,0.025,35.0,7.1,0.3,0.063,0.045,apple butter
1.8,0.076,0.052,4.0,13.8,fruit jam,0.07,56.0,9.7,0.2,0.095,0.0,fruit jam
0.0,0.02,0.099,20.0,11.5,chocolate hazelnut spread,0.8,100.0,10.0,1.0,5.5,1.0,chocolate hazelnut spread
0.078,0.081,0.085,0.0,3.6,peanut butter,0.079,88.0,1.0,0.9,7.4,3.3,peanut butter
0.0,0.079,0.028,11.2,2.2,peanut spread,0.4,101.0,0.5,1.2,8.5,3.8,peanut spread
0.0,0.048,0.4,9.0,2.3,chicken spread,0.5,88.0,0.3,0.2,9.8,10.1,chicken spread
0.0,0.027,1.2,170.4,8.4,cheese spread,2.7,708.0,8.4,0.0,68.6,17.0,cheese spread
0.0,0.034,0.098,63.0,3.9,tahini,0.4,86.0,0.0,1.4,7.2,2.7,tahini
1.0,0.06,0.016,7.6,13.3,orange marmalade,0.053,49.0,12.0,0.1,0.0,0.014,orange marmalade
0.0,0.066,0.3,89.9,1.4,american cheese spread,0.079,46.0,1.2,0.0,3.4,2.6,american cheese spread
1.8,0.017,0.004,4.0,12.9,apricot jam,0.066,48.0,8.7,0.044,0.01,0.1,apricot jam
0.0,0.094,0.03,7.2,3.5,chunky peanut butter,0.3,94.0,1.3,1.3,8.0,3.8,chunky peanut butter
0.0,0.094,0.2,32.6,0.3,ham and cheese spread,0.1,37.0,0.0,0.0,2.8,2.4,ham and cheese spread
0.0,0.0,0.0,0.0,2.4,chicken and rice casserole homade,0.0,27.0,0.0,0.3,1.0,2.0,chicken and rice casserole homade
0.0,0.005,0.3,13.2,1.3,picnic loaf,0.3,65.0,0.0,0.0,4.7,4.2,picnic loaf
0.0,0.0,0.5,39.8,44.3,corn tamale,0.9,309.0,12.3,5.3,12.0,5.8,corn tamale
28.7,0.011,1.0,308.0,44.4,baked potato with cheese sauce bacon,3.1,451.0,0.0,0.0,25.9,18.4,baked potato with cheese sauce bacon
0.0,0.0,0.4,35.6,24.3,chinese egg roll,1.3,223.0,0.0,2.3,10.6,7.4,chinese egg roll
0.1,0.021,0.2,21.1,26.1,butter croissant,1.2,231.0,6.4,1.5,12.0,4.7,butter croissant
1.3,0.075,1.3,228.5,30.5,enchilada with cheese beef,3.1,323.0,0.0,0.0,17.6,11.9,enchilada with cheese beef
2.1,0.013,1.0,44.8,21.9,corned beef hash with potatoes,2.4,387.0,0.8,2.6,24.2,20.6,corned beef hash with potatoes
0.0,0.097,1.2,149.4,35.4,biscuit with egg cheese bacon,2.3,436.0,2.5,0.3,25.3,17.4,biscuit with egg cheese bacon
0.0,0.1,1.3,185.3,52.4,bagel with ham egg cheese,4.1,483.0,7.0,0.4,18.5,26.7,bagel with ham egg cheese
0.2,0.073,1.3,484.2,43.3,quesadilla with chicken,3.2,529.0,3.4,3.1,27.5,27.1,quesadilla with chicken
11.2,0.0,0.2,2.9,25.2,corn rice,9.9,110.0,3.0,0.4,0.3,1.8,corn rice
42.9,0.0,2.4,120.8,41.5,kung pao chicken,4.6,779.0,18.3,9.1,42.2,59.0,kung pao chicken
0.0,0.0,0.4,17.8,27.8,beef empanada,2.4,298.0,1.6,1.8,16.3,10.1,beef empanada
1.5,0.1,0.9,188.7,28.7,frijoles with cheese,2.2,225.0,0.0,0.0,7.8,11.4,frijoles with cheese
0.1,0.4,0.5,0.042,43.9,burrito with beef,0.2,285.0,4.1,4.4,8.1,9.1,burrito with beef
0.0,0.0,0.7,46.6,33.2,crispy chicken sandwich,1.9,350.0,3.9,0.0,17.6,14.8,crispy chicken sandwich
0.2,0.081,0.7,0.0,21.2,enchilada with cheese,0.2,374.0,3.6,2.6,25.3,15.4,enchilada with cheese
24.9,0.019,0.3,28.9,25.1,pork egg roll,1.3,189.0,4.5,1.8,6.1,8.4,pork egg roll
6.9,0.045,0.056,4.4,31.9,corn on the cob with butter,0.9,155.0,0.0,0.0,3.4,4.5,corn on the cob with butter
1.7,0.082,0.6,63.8,45.4,pancakes with butter syrup,1.3,260.0,0.0,0.0,7.0,4.1,pancakes with butter syrup
1.0,0.067,0.5,56.4,35.7,burrito with beans,2.3,224.0,0.0,0.0,6.7,7.0,burrito with beans
1.6,0.045,0.1,26.8,1.0,scrambled eggs,1.2,100.0,0.8,0.0,7.6,6.5,scrambled eggs
33.8,0.086,0.2,105.7,50.0,baked potato with sour cream,3.1,393.0,0.0,0.0,22.3,6.7,baked potato with sour cream
0.0,0.058,1.3,33.6,11.1,turkey and gravy,2.2,161.0,0.0,0.0,6.3,14.1,turkey and gravy
9.0,0.013,0.4,37.6,22.8,chicken egg roll,1.4,158.0,4.5,1.9,3.6,8.4,chicken egg roll
10.7,0.04,0.4,35.9,25.0,vegetable egg roll,1.5,153.0,5.3,2.2,3.6,5.2,vegetable egg roll
0.0,0.004,0.3,16.2,1.1,ham cheese roll,0.3,67.0,0.0,0.0,5.2,3.8,ham cheese roll
0.1,0.003,1.1,160.5,43.8,biscuit with ham,2.7,386.0,2.2,0.8,18.4,13.4,biscuit with ham
15.9,0.069,1.5,248.4,122.0,lemon chicken,8.4,1440.0,55.2,7.0,74.9,68.6,lemon chicken
19.4,0.1,0.6,120.5,49.5,hummus,3.8,435.0,0.7,9.8,21.1,12.0,hummus
0.1,0.096,0.6,243.8,24.3,croissant with egg cheese,2.2,368.0,0.0,0.0,24.7,12.8,croissant with egg cheese
4.6,0.028,1.3,218.1,33.8,enchirito with cheese beef beans,2.4,344.0,0.0,0.0,16.1,17.9,enchirito with cheese beef beans
0.3,0.0,0.003,6.4,3.3,sweet sour pork,0.4,38.0,1.4,0.1,2.2,1.2,sweet sour pork
0.2,0.07,0.5,202.2,5.1,crab cake,1.1,160.0,0.0,0.2,10.4,11.3,crab cake
0.0,0.096,0.2,20.7,18.2,egg dinner roll,1.2,107.0,1.5,1.3,2.2,3.3,egg dinner roll
0.0,0.001,0.8,277.2,28.8,english muffin with egg cheese sausage,4.3,472.0,2.5,0.3,29.9,22.1,english muffin with egg cheese sausage
0.2,0.009,0.2,59.7,10.9,buttermilk pancakes,0.6,86.0,0.0,0.0,3.5,2.6,buttermilk pancakes
0.003,0.006,0.013,0.05,0.4,omelet,0.07,94.0,0.2,0.0,7.1,6.4,omelet
0.2,0.029,0.6,119.6,19.3,taco with chicken cheese lettuce,1.6,185.0,1.3,1.2,6.2,13.0,taco with chicken cheese lettuce
9.9,0.025,0.8,224.4,8.0,spinach souffle,1.6,230.0,2.5,1.0,17.6,10.7,spinach souffle
0.0,0.046,0.7,226.8,27.3,english muffin with cheese sausage,3.4,365.0,2.1,0.5,22.3,14.3,english muffin with cheese sausage
24.3,0.053,1.1,291.6,27.6,potato gratin,1.6,328.0,0.0,4.4,18.6,12.4,potato gratin
0.1,0.1,1.2,149.4,35.4,biscuit with egg,2.3,436.0,2.5,0.3,25.3,17.4,biscuit with egg
0.3,0.1,0.1,0.075,29.4,french fries deep fried,0.038,222.0,0.2,2.7,10.5,2.4,french fries deep fried
0.4,0.0,0.043,8.2,4.4,sweet sour chicken,0.4,46.0,2.1,0.2,2.3,1.8,sweet sour chicken
4.6,0.2,1.4,216.9,47.0,burrito with beans beef,4.6,460.0,5.3,7.2,18.0,27.8,burrito with beans beef
8.0,0.059,0.4,85.0,63.4,nachos with cinnamon sugar,2.9,592.0,0.0,0.0,36.0,7.2,nachos with cinnamon sugar
0.0,0.0,0.7,9.2,35.4,arroz con grandules,0.3,209.0,0.0,1.6,5.7,4.0,arroz con grandules
0.3,0.049,1.1,0.063,33.1,chili con carne,0.6,271.0,4.7,8.3,8.8,14.7,chili con carne
0.0,0.0,0.6,23.6,37.3,arroz con abichuelas,1.9,223.0,0.2,4.1,5.4,6.2,arroz con abichuelas
0.0,0.078,0.9,52.2,33.3,biscuit with sausage,2.1,412.0,1.8,0.4,27.1,10.7,biscuit with sausage
0.0,0.3,1.0,76.6,17.3,vegetarian stew,3.2,304.0,3.1,2.7,7.4,42.0,vegetarian stew
3.0,0.1,1.2,257.6,41.6,chicken sandwich with cheese,3.6,632.0,0.0,0.0,38.8,29.4,chicken sandwich with cheese
0.1,0.018,0.9,137.6,21.3,biscuit with egg steak,5.3,410.0,0.0,0.0,28.4,17.9,biscuit with egg steak
2.7,0.072,0.6,145.5,17.9,taco salad,1.7,212.0,0.0,0.0,11.2,10.0,taco salad
15.7,0.053,0.5,32.6,46.8,succotash,2.9,213.0,0.0,0.0,1.5,9.7,succotash
1.0,0.044,1.7,620.2,60.1,nachos with cheese jalapeno peppers,2.4,608.0,0.0,0.0,34.1,16.8,nachos with cheese jalapeno peppers
0.0,0.058,1.4,220.8,31.4,biscuit with egg ham,4.6,442.0,4.2,0.8,27.0,20.4,biscuit with egg ham
1.0,0.078,0.016,13.3,16.9,ladyfingers,1.0,103.0,7.2,0.3,2.6,3.0,ladyfingers
0.0,0.097,0.2,107.9,7.7,mozzarella steak fried,0.2,102.0,0.7,0.6,5.9,4.6,mozzarella steak fried
3.2,0.069,0.8,53.9,33.7,tamale navajo,2.3,285.0,1.8,5.8,11.4,11.7,tamale navajo
0.8,0.093,0.2,78.3,11.0,blueberry pancakes,0.7,84.0,0.0,0.0,3.5,2.3,blueberry pancakes
2.7,0.052,1.0,237.9,39.3,chimichanga with beef cheese,3.8,443.0,0.0,0.0,23.4,20.1,chimichanga with beef cheese
1.5,0.021,0.8,224.8,25.9,egg cheese sandwich,3.0,340.0,0.0,0.0,19.4,15.6,egg cheese sandwich
2.7,0.038,1.3,189.0,28.6,biscuit with egg bacon,3.7,458.0,3.3,0.8,31.1,17.0,biscuit with egg bacon
0.0,0.0,0.5,380.3,26.2,pupusas con queso,0.7,300.0,1.4,3.4,15.5,13.7,pupusas con queso
0.3,0.022,0.2,17.1,21.1,apple croissant,0.6,145.0,0.0,1.4,5.0,4.2,apple croissant
0.0,0.094,0.9,76.9,36.0,refried red beans,4.5,336.0,0.0,11.0,16.1,11.7,refried red beans
1.8,0.004,0.4,211.4,16.0,tostada with guacamole,0.8,180.0,0.0,0.0,11.6,6.2,tostada with guacamole
0.7,0.4,1.4,0.012,39.1,chicken sandwich,0.2,468.0,6.8,2.6,20.9,30.4,chicken sandwich
0.0,0.076,0.6,19.6,43.4,fried rice,1.0,228.0,0.6,1.5,3.2,6.5,fried rice
0.0,0.0,0.5,59.8,28.1,pupusas del cerdo,1.2,283.0,1.8,3.2,12.7,14.0,pupusas del cerdo
0.0,0.0,1.4,0.0,70.3,turkey pot pie,4.0,699.0,0.0,4.4,34.9,25.8,turkey pot pie
0.2,0.025,0.3,42.4,37.6,cheese croissant,1.7,331.0,9.1,2.1,16.7,7.4,cheese croissant
4.7,0.068,0.9,62.6,42.8,chimichanga with beef,4.5,425.0,0.0,0.0,19.7,19.6,chimichanga with beef
0.004,0.083,0.3,36.5,18.0,french toast with butter,0.9,178.0,0.0,0.0,9.4,5.2,french toast with butter
2.7,0.042,1.0,211.6,30.9,ham egg cheese sandwich,3.1,347.0,0.0,0.0,16.3,19.2,ham egg cheese sandwich
0.8,0.098,0.4,102.7,30.4,english muffin with butter,1.6,189.0,0.0,0.0,5.8,4.9,english muffin with butter
0.0,0.0,0.0,0.0,5.5,savoury noodle one pan dinner tandaco,0.0,172.0,0.0,0.0,1.2,0.0,savoury noodle one pan dinner tandaco
2.8,0.07,0.8,129.9,33.3,ham cheese sandwich,3.2,352.0,0.0,0.0,15.5,20.7,ham cheese sandwich
0.3,0.064,0.2,9.7,3.1,sweet gefilte fish,1.0,35.0,0.0,0.0,0.7,3.8,sweet gefilte fish
0.0,0.051,0.1,28.0,0.4,poached egg,0.9,72.0,0.2,0.0,4.7,6.3,poached egg
2.6,0.076,0.9,216.8,22.8,tostada with beef cheese,2.9,315.0,0.0,0.0,16.3,19.0,tostada with beef cheese
1.3,0.05,0.5,210.2,26.5,tostada with beans cheese,1.9,223.0,0.0,0.0,9.9,9.6,tostada with beans cheese
0.0,0.0,0.7,106.5,22.4,pork tamale,1.2,247.0,0.7,3.4,12.8,10.4,pork tamale
0.2,0.065,0.3,0.05,27.9,nachos with cheese,0.029,274.0,1.7,2.6,17.2,3.5,nachos with cheese
0.5,0.042,1.7,109.6,46.7,pulled pork in barbecue sauce,3.1,418.0,37.8,3.0,11.0,32.8,pulled pork in barbecue sauce
26.0,0.078,0.4,310.8,46.5,baked potato with cheese sauce,3.0,474.0,0.0,0.0,28.7,14.6,baked potato with cheese sauce
0.2,0.3,0.8,0.0,43.3,baked beans,0.3,310.0,0.0,11.0,10.3,11.1,baked beans
0.0,0.0,0.6,54.0,35.6,arroz con frijoles,2.3,220.0,1.3,5.0,5.6,6.8,arroz con frijoles
0.3,0.025,0.3,61.4,13.7,taco with beef cheese lettuce,0.8,156.0,0.6,2.7,8.8,6.1,taco with beef cheese lettuce
2.5,0.034,0.5,65.0,19.8,burrito with beans cheese beef,1.9,165.0,0.0,0.0,6.6,7.3,burrito with beans cheese beef
0.034,0.091,0.012,0.078,0.098,egg mix,0.055,30.0,0.091,0.0,2.2,2.4,egg mix
0.01,0.006,0.081,0.0,5.4,falafel,0.002,57.0,0.0,0.0,3.0,2.3,falafel
2.3,0.067,0.6,163.6,17.7,taco salad with chili con carne,1.8,193.0,0.0,0.0,8.8,11.6,taco salad with chili con carne
0.0,0.082,0.2,15.0,18.5,wonton wrappers,1.1,93.0,0.0,0.6,0.5,3.1,wonton wrappers
0.3,0.1,1.0,422.6,69.9,hushpuppies,4.6,512.0,3.1,4.3,20.5,11.7,hushpuppies
3.0,0.1,1.2,63.4,57.3,chicken pot pie,1.8,598.0,7.2,3.0,34.6,14.6,chicken pot pie
8.6,0.049,2.3,64.2,128.3,general tsos chicken,6.2,1578.0,62.1,4.8,87.5,69.0,general tsos chicken
0.7,0.2,1.0,229.4,57.8,burrito with beans cheese,4.4,379.0,3.2,7.8,11.2,13.6,burrito with beans cheese
0.0,0.026,0.4,80.8,7.7,vegetarian fillets,1.7,247.0,0.7,5.2,15.3,19.6,vegetarian fillets
0.0,0.035,1.1,82.6,34.1,biscuit with egg sausage,3.1,505.0,1.5,0.3,33.6,18.0,biscuit with egg sausage
12.1,0.0,1.9,126.8,50.1,chicken chow mein,4.0,513.0,10.5,6.0,16.9,40.8,chicken chow mein
0.7,0.029,0.2,15.5,35.0,fruit burrito,1.1,231.0,0.0,0.0,9.5,2.5,fruit burrito
0.0,0.0,0.3,227.7,63.0,arroz con leche,0.6,369.0,38.6,1.3,9.3,8.1,arroz con leche
0.0,0.036,0.2,254.0,69.7,caramel custard flan,1.2,444.0,70.8,0.0,12.3,13.9,caramel custard flan
0.0,0.064,0.2,8.1,38.3,gelatin dessert,0.094,167.0,36.4,0.0,0.0,3.3,gelatin dessert
1.0,0.013,0.1,211.0,51.6,chocolate milk dessert,0.02,229.0,51.6,0.0,1.4,5.9,chocolate milk dessert
0.2,0.03,0.081,144.0,24.1,chocolate mousse,0.8,338.0,22.2,0.9,24.0,6.2,chocolate mousse
0.5,0.044,0.036,47.7,10.5,dulce de leche,0.001,60.0,9.5,0.0,1.4,1.3,dulce de leche
6.2,0.039,1.0,98.7,87.0,apple crisp,2.3,454.0,55.5,3.9,9.7,4.9,apple crisp
0.0,0.086,0.061,42.0,36.6,spinach spaghetti cooked,1.5,182.0,0.0,0.0,0.9,6.4,spinach spaghetti cooked
0.0,0.015,0.0,1.4,39.1,corn pasta cooked,0.4,176.0,0.0,6.7,1.0,3.7,corn pasta cooked
15.3,0.1,0.7,50.9,43.1,spaghetti with meat sauce,3.5,255.0,7.4,5.1,2.9,14.3,spaghetti with meat sauce
7.7,0.089,0.7,30.6,28.3,pasta with meatballs in tomato sauce,3.3,273.0,7.2,6.9,13.0,10.6,pasta with meatballs in tomato sauce
0.0,0.051,0.4,164.2,50.8,cheese tortellini,1.6,332.0,1.0,2.1,7.8,14.6,cheese tortellini
9.6,0.1,0.7,151.2,32.0,pasta with sliced franks in tomato sauce,2.3,227.0,8.0,4.0,6.0,11.0,pasta with sliced franks in tomato sauce
0.2,0.096,0.5,0.08,18.9,lasagna,0.1,166.0,3.8,2.1,6.1,9.0,lasagna
0.056,0.3,0.9,0.0,43.7,macaroni cheese,0.1,310.0,3.0,2.3,9.4,12.6,macaroni cheese
2.5,0.012,1.0,340.5,32.2,vegetable lasagna,1.2,316.0,5.8,4.3,13.7,15.6,vegetable lasagna
0.0,0.1,0.068,30.4,38.8,spinach egg noodles cooked,1.7,211.0,1.1,3.7,2.5,8.1,spinach egg noodles cooked
41.6,0.036,0.7,269.7,33.6,cheese lasagna,3.1,316.0,10.3,4.1,13.0,15.9,cheese lasagna
0.1,0.1,1.0,0.083,35.1,pasta with tomato sauce,0.1,176.0,10.1,2.3,1.8,5.6,pasta with tomato sauce
0.0,0.041,0.004,5.1,7.1,spinach pasta cooked,0.3,37.0,0.0,0.0,0.3,1.4,spinach pasta cooked
5.5,0.09,0.075,26.5,21.1,vegetable chicken soup,1.5,166.0,3.4,1.0,4.8,12.3,vegetable chicken soup
2.7,0.099,0.5,93.1,33.5,bean ham soup,2.5,198.0,7.8,9.8,2.5,10.3,bean ham soup
0.3,0.027,1.8,35.3,18.0,cream of chicken soup,2.7,227.0,1.4,0.0,14.5,6.0,cream of chicken soup
15.9,0.097,0.5,173.9,22.6,tomato soup canned,1.4,139.0,16.5,1.5,3.3,6.3,tomato soup canned
15.7,0.021,0.9,16.9,10.3,egg drop soup,0.6,65.0,0.2,1.0,1.5,2.8,egg drop soup
2.1,0.085,2.1,35.8,23.0,scotch broth,2.0,197.0,0.0,3.0,6.4,12.1,scotch broth
3.1,0.049,1.9,82.4,31.7,cream of onion soup,1.5,268.0,11.1,1.2,12.8,6.7,cream of onion soup
0.07,0.062,1.2,9.1,1.1,chicken broth dry,0.059,10.0,0.0,0.0,0.2,0.7,chicken broth dry
4.7,0.008,1.3,34.4,26.3,vegetable soup with beef broth,1.9,162.0,4.0,3.2,3.8,6.0,vegetable soup with beef broth
4.4,0.018,1.3,120.3,30.5,chili with beans canned,8.8,287.0,3.0,11.3,14.1,14.6,chili with beans canned
0.8,0.017,1.6,30.0,17.9,beef noodle soup,2.2,168.0,5.2,1.5,6.2,9.6,beef noodle soup
0.2,0.048,0.8,12.5,1.9,consomme dry,0.2,17.0,1.1,0.0,0.2,2.2,consomme dry
0.0,0.065,0.8,29.0,15.1,chicken mushroom soup,0.9,126.0,1.0,4.0,6.1,2.0,chicken mushroom soup
